age,gender,height,weight,bmi,calories_intake,exercise_type,intensity_level,frequency_per_week,activity_level,recommended_calories,protein_grams_per_day,carbs_grams_per_day,fats_grams_per_day
48,female,1.63,89,33.5,3494,cardio,high,6,very active,2100.9,210.1,183.8,58.4
65,female,1.89,45,12.6,3555,cardio,high,5,very active,2275.6,170.7,312.9,37.9
23,female,1.53,54,23.1,3607,cardio+strength,medium,3,moderate,1891.4,151.3,198.6,54.6
56,female,1.56,68,27.9,2144,yoga,low,2,light,1169.2,116.9,73.1,45.5
38,male,1.78,98,30.9,2852,yoga,low,2,light,2122.8,212.3,132.7,82.6
61,male,1.69,106,37.1,3462,cardio+strength,high,4,moderate,2315.2,243.1,185.2,66.9
28,male,1.77,97,31.0,1591,cardio+strength,medium,4,moderate,2508.9,263.4,200.7,72.5
30,male,1.51,65,28.5,2051,cardio,high,5,very active,1999.1,199.9,174.9,55.5
55,male,1.9,63,17.5,1729,cardio,high,5,very active,2969.4,222.7,408.3,49.5
25,female,1.91,96,26.3,3954,cardio+strength,high,6,very active,2721.9,285.8,217.8,78.6
51,male,1.89,81,22.7,1851,cardio,high,6,very active,3003.7,225.3,337.9,83.4
28,female,1.75,105,34.3,3472,yoga,low,3,sedentary,1711.3,171.1,107.0,66.6
25,male,1.87,63,18.0,3886,yoga,low,4,sedentary,2314.5,173.6,260.4,64.3
64,male,1.76,110,35.5,2583,yoga,low,3,sedentary,1762.0,176.2,110.1,68.5
25,female,1.91,53,14.5,2441,bodyweight,low,3,sedentary,2025.3,151.9,253.2,45.0
39,female,1.52,47,20.3,2328,yoga,low,4,sedentary,1276.8,95.8,111.7,49.7
48,female,1.86,57,16.5,2226,bodyweight,low,3,sedentary,1897.8,142.3,237.2,42.2
45,male,1.89,109,30.5,1981,cardio,high,6,very active,3038.4,303.8,265.9,84.4
20,female,1.78,45,14.2,3267,yoga,low,4,sedentary,1861.8,139.6,209.5,51.7
48,female,1.64,50,18.6,3670,bodyweight,low,3,sedentary,1348.8,101.2,134.9,45.0
42,male,1.92,106,28.8,3061,cardio,high,5,very active,3044.9,304.5,266.4,84.6
37,male,1.66,77,27.9,3454,yoga,low,4,sedentary,1453.0,145.3,90.8,56.5
64,male,1.91,55,15.1,2660,bodyweight,low,3,sedentary,2014.5,151.1,251.8,44.8
53,female,1.58,45,18.0,1529,cardio,high,6,very active,2044.8,153.4,281.2,34.1
51,male,1.71,93,31.8,2341,bodyweight,low,3,sedentary,1598.5,159.9,119.9,53.3
59,female,1.65,58,21.3,2133,yoga,low,4,sedentary,1386.3,104.0,121.3,53.9
42,female,1.58,99,39.7,3812,cardio+strength,medium,4,moderate,1990.1,209.0,159.2,57.5
38,female,1.95,95,25.0,2334,cardio+strength,high,4,moderate,2317.5,243.3,185.4,67.0
41,female,1.54,106,44.7,2539,cardio+strength,medium,3,moderate,2067.6,217.1,165.4,59.7
34,female,1.84,95,28.1,2065,cardio,high,5,very active,2551.5,255.2,223.3,70.9
57,male,1.82,102,30.8,2162,strength,low,4,sedentary,1753.0,197.2,131.5,48.7
21,male,1.7,88,30.4,3755,cardio+strength,high,6,very active,2678.3,281.2,214.3,77.4
54,male,1.53,45,19.2,1873,yoga,low,4,sedentary,1369.5,102.7,119.8,53.3
24,female,1.91,100,27.4,1861,yoga,low,2,light,2130.0,213.0,133.1,82.8
19,female,1.56,55,22.6,3994,yoga,low,2,light,1744.9,130.9,152.7,67.9
17,female,1.92,96,26.0,3634,cardio,high,6,very active,2801.7,280.2,245.1,77.8
33,male,1.92,67,18.2,3524,cardio+strength,medium,4,moderate,2950.5,236.0,383.6,52.5
43,male,1.55,81,33.7,2297,cardio,high,6,very active,2206.1,220.6,193.0,61.3
17,male,1.76,49,15.8,2973,yoga,low,2,light,2376.2,178.2,267.3,66.0
30,male,1.94,56,14.9,2630,cardio+strength,medium,4,moderate,2822.6,225.8,366.9,50.2
64,female,1.63,95,35.8,3160,yoga,low,3,sedentary,1285.3,128.5,80.3,50.0
52,male,1.71,53,18.1,1869,cardio,high,6,very active,2618.0,196.3,360.0,43.6
50,female,1.81,89,27.2,2923,cardio+strength,high,4,moderate,1995.9,209.6,159.7,57.7
32,male,1.75,69,22.5,3362,yoga,low,3,sedentary,1954.5,146.6,171.0,76.0
40,male,1.58,97,38.9,3573,cardio,high,6,very active,2540.3,254.0,222.3,70.6
21,male,1.7,88,30.4,1979,yoga,low,2,light,2033.4,203.3,127.1,79.1
47,female,1.89,77,21.6,3313,yoga,low,3,sedentary,1866.3,140.0,163.3,72.6
39,female,1.83,88,26.3,3379,yoga,low,4,sedentary,1501.3,150.1,93.8,58.4
58,female,1.9,48,13.3,3474,cardio+strength,medium,5,moderate,2185.6,174.8,284.1,38.9
22,female,1.48,73,33.3,2441,cardio+strength,medium,3,moderate,1645.2,172.7,131.6,47.5
35,female,1.93,46,12.3,2578,bodyweight,low,3,sedentary,1896.3,142.2,237.0,42.1
30,female,1.5,88,39.1,1811,cardio+strength,high,5,very active,2098.7,220.4,167.9,60.6
50,male,1.69,90,31.5,2395,cardio,high,6,very active,2451.9,245.2,214.5,68.1
51,female,1.54,69,29.1,3543,cardio+strength,medium,3,moderate,1416.6,148.7,113.3,40.9
62,male,1.57,75,30.4,2587,yoga,low,2,light,1461.1,146.1,91.3,56.8
28,male,1.55,76,31.6,2958,cardio,high,5,very active,2249.2,224.9,196.8,62.5
24,male,1.51,55,24.1,3517,cardio,high,5,very active,2378.3,178.4,267.6,66.1
54,male,1.83,50,14.9,3475,cardio,high,6,very active,2678.3,200.9,368.3,44.6
38,female,1.7,80,27.7,3510,cardio+strength,medium,6,moderate,1842.8,193.5,147.4,53.2
26,female,1.65,61,22.4,1721,strength,low,4,sedentary,1620.3,141.8,162.0,45.0
48,female,1.69,49,17.2,3558,cardio,high,6,very active,2275.6,170.7,312.9,37.9
37,female,1.88,67,19.0,3372,yoga,low,4,sedentary,1798.8,134.9,157.4,70.0
22,female,1.61,46,17.7,1548,strength,low,5,sedentary,1734.3,151.8,216.8,28.9
58,male,1.64,57,21.2,2832,cardio+strength,high,5,very active,2259.8,180.8,237.3,65.3
38,female,1.54,78,32.9,2471,cardio,high,6,very active,1900.3,190.0,166.3,52.8
32,female,1.93,88,23.6,2998,cardio,high,6,very active,3045.1,228.4,342.6,84.6
26,female,1.66,98,35.6,3024,yoga,low,2,light,1873.9,187.4,117.1,72.9
38,female,1.59,68,26.9,3840,yoga,low,3,sedentary,1087.3,108.7,68.0,42.3
23,male,1.86,79,22.8,2465,bodyweight,low,3,sedentary,2211.0,165.8,221.1,73.7
50,female,1.88,70,19.8,2097,cardio+strength,medium,3,moderate,2269.2,181.5,238.3,65.6
62,male,1.69,46,16.1,2223,cardio+strength,medium,4,moderate,2177.4,174.2,283.1,38.7
41,female,1.52,85,36.8,3493,yoga,low,2,light,1471.8,147.2,92.0,57.2
34,female,1.73,51,17.0,3131,cardio,high,5,very active,2473.9,185.5,340.2,41.2
21,male,1.48,77,35.2,3451,cardio,high,6,very active,2251.4,225.1,197.0,62.5
55,male,1.67,87,31.2,2564,yoga,low,2,light,1760.2,176.0,110.0,68.5
38,female,1.73,77,25.7,2909,cardio+strength,high,4,moderate,1825.4,191.7,146.0,52.7
16,female,1.51,70,30.7,3862,cardio+strength,high,5,very active,1919.7,201.6,153.6,55.5
51,male,1.94,81,21.5,2954,cardio+strength,medium,4,moderate,2747.4,219.8,288.5,79.4
35,female,1.84,102,30.1,1821,yoga,low,3,sedentary,1700.8,170.1,106.3,66.1
39,female,1.68,63,22.3,2186,yoga,low,2,light,1820.5,136.5,159.3,70.8
55,female,1.66,96,34.8,1792,bodyweight,low,3,sedentary,1373.8,137.4,103.0,45.8
20,male,1.62,85,32.4,2797,strength,low,5,sedentary,1621.0,182.4,121.6,45.0
56,female,1.81,95,29.0,2611,strength,low,6,sedentary,1468.3,165.2,110.1,40.8
43,female,1.82,102,30.8,3195,cardio,high,5,very active,2573.1,257.3,225.1,71.5
25,male,1.88,61,17.3,2461,cardio,high,6,very active,3172.1,237.9,436.2,52.9
57,female,1.92,55,14.9,2362,cardio+strength,medium,3,moderate,2321.2,185.7,301.8,41.3
25,female,1.5,53,23.6,3438,cardio,high,6,very active,2038.1,152.9,229.3,56.6
50,male,1.46,95,44.6,3646,cardio+strength,high,4,moderate,2007.1,210.7,160.6,58.0
63,male,1.5,64,28.4,1845,yoga,low,4,sedentary,1021.0,102.1,63.8,39.7
56,female,1.6,76,29.7,2663,yoga,low,2,light,1313.6,131.4,82.1,51.1
43,male,1.52,66,28.6,1617,strength,low,4,sedentary,1180.0,132.8,88.5,32.8
17,female,1.88,86,24.3,3450,yoga,low,4,sedentary,2146.8,161.0,187.8,83.5
44,female,1.72,62,21.0,3708,cardio,high,6,very active,2266.7,170.0,255.0,63.0
26,female,1.77,100,31.9,3644,strength,low,6,sedentary,1678.3,188.8,125.9,46.6
55,female,1.9,106,29.4,3710,yoga,low,4,sedentary,1673.8,167.4,104.6,65.1
29,male,1.67,91,32.6,3188,cardio+strength,medium,3,moderate,2311.3,242.7,184.9,66.8
31,male,1.6,45,17.6,3643,cardio+strength,medium,5,moderate,2315.0,185.2,300.9,41.2
63,male,1.62,105,40.0,3691,yoga,low,4,sedentary,1603.0,160.3,100.2,62.3
15,female,1.92,106,28.8,2727,cardio,high,5,very active,2991.4,299.1,261.7,83.1
15,female,1.85,74,21.6,1529,bodyweight,low,3,sedentary,1992.3,149.4,199.2,66.4
50,female,1.54,100,42.2,3116,cardio+strength,high,5,very active,2176.3,228.5,174.1,62.9
30,male,1.81,94,28.7,3049,bodyweight,low,3,sedentary,1811.5,181.2,135.9,60.4
29,female,1.49,75,33.8,3616,cardio,high,5,very active,1872.3,187.2,163.8,52.0
63,female,1.59,79,31.2,3191,yoga,low,3,sedentary,1069.3,106.9,66.8,41.6
27,male,1.54,82,34.6,1952,yoga,low,4,sedentary,1483.0,148.3,92.7,57.7
55,female,1.76,79,25.5,3515,yoga,low,2,light,1499.2,149.9,93.7,58.3
27,female,1.46,51,23.9,3691,strength,low,3,sedentary,1351.8,118.3,135.2,37.5
16,male,1.94,81,21.5,2602,cardio+strength,high,6,very active,3359.4,268.8,352.7,97.0
23,female,1.81,74,22.6,1869,yoga,low,3,sedentary,1914.3,143.6,167.5,74.4
24,male,1.7,88,30.4,3221,yoga,low,2,light,2012.8,201.3,125.8,78.3
34,female,1.95,104,27.4,1629,cardio,high,5,very active,2825.4,282.5,247.2,78.5
36,male,1.87,63,18.0,1729,strength,low,3,sedentary,2248.5,196.7,281.1,37.5
32,female,1.49,105,47.3,2243,yoga,low,2,light,1782.8,178.3,111.4,69.3
27,female,1.86,46,13.3,1999,bodyweight,low,3,sedentary,1891.8,141.9,236.5,42.0
64,male,1.64,101,37.6,2512,cardio+strength,medium,4,moderate,2166.0,227.4,173.3,62.6
62,male,1.55,57,23.7,3634,cardio,high,5,very active,2128.2,159.6,239.4,59.1
57,male,1.69,84,29.4,2823,yoga,low,3,sedentary,1439.5,144.0,90.0,56.0
25,male,1.82,60,18.1,2537,cardio+strength,medium,4,moderate,2807.1,224.6,364.9,49.9
45,female,1.55,51,21.2,2392,yoga,low,2,light,1502.5,112.7,131.5,58.4
22,male,1.77,86,27.5,1561,cardio+strength,high,4,moderate,2384.9,250.4,190.8,68.9
25,female,1.74,95,31.4,2495,yoga,low,3,sedentary,1601.8,160.2,100.1,62.3
15,male,1.74,105,34.7,3942,cardio,high,5,very active,3066.4,306.6,268.3,85.2
24,female,1.84,76,22.4,2145,strength,low,6,sedentary,1954.8,171.0,195.5,54.3
46,male,1.79,88,27.5,1745,cardio+strength,high,5,very active,2559.7,268.8,204.8,73.9
18,female,1.77,58,18.5,2015,cardio+strength,medium,4,moderate,2224.6,178.0,233.6,64.3
46,male,1.61,89,34.3,3296,cardio,high,5,very active,2382.9,238.3,208.5,66.2
61,male,1.46,93,43.6,2967,strength,low,4,sedentary,1351.0,152.0,101.3,37.5
61,male,1.58,50,20.0,3487,cardio,high,5,very active,2048.4,153.6,230.4,56.9
60,female,1.73,107,35.8,2277,yoga,low,2,light,1824.1,182.4,114.0,70.9
51,male,1.72,86,29.1,3418,bodyweight,low,3,sedentary,1522.0,152.2,114.1,50.7
32,male,1.48,64,29.2,3340,cardio+strength,medium,3,moderate,1685.5,177.0,134.8,48.7
33,female,1.72,103,34.8,1502,yoga,low,4,sedentary,1634.8,163.5,102.2,63.6
64,female,1.82,47,14.2,2991,cardio,high,6,very active,2243.2,168.2,308.4,37.4
64,male,1.61,53,20.4,3707,cardio,high,5,very active,2106.7,158.0,237.0,58.5
39,male,1.71,108,36.9,3758,cardio,high,6,very active,2878.8,287.9,251.9,80.0
24,female,1.61,86,33.2,1952,strength,low,5,sedentary,1402.3,157.8,105.2,39.0
21,male,1.47,61,28.2,2231,strength,low,4,sedentary,1214.5,136.6,91.1,33.7
17,male,1.5,69,30.7,1904,cardio+strength,medium,5,moderate,1898.6,199.4,151.9,54.8
17,female,1.78,77,24.3,1701,cardio,high,6,very active,2823.0,211.7,317.6,78.4
38,male,1.75,54,17.6,1553,cardio+strength,medium,4,moderate,2545.6,203.6,330.9,45.3
28,female,1.91,55,15.1,3417,yoga,low,4,sedentary,2031.3,152.3,228.5,56.4
55,male,1.63,98,36.9,3011,cardio+strength,high,4,moderate,2179.6,228.9,174.4,63.0
65,male,1.86,79,22.8,3666,yoga,low,4,sedentary,1959.0,146.9,171.4,76.2
17,male,1.87,54,15.4,2384,cardio,high,5,very active,3109.6,233.2,427.6,51.8
48,male,1.5,74,32.9,3677,cardio,high,5,very active,1988.3,198.8,174.0,55.2
39,male,1.55,76,31.6,3834,cardio+strength,medium,6,moderate,1885.1,197.9,150.8,54.5
55,male,1.73,98,32.7,1932,cardio+strength,high,5,very active,2589.9,271.9,207.2,74.8
64,female,1.79,99,30.9,1926,cardio,high,5,very active,2307.9,230.8,201.9,64.1
25,male,1.72,109,36.8,2882,cardio,high,6,very active,3027.6,302.8,264.9,84.1
57,male,1.72,101,34.1,2943,cardio+strength,medium,3,moderate,2297.8,241.3,183.8,66.4
35,female,1.87,97,27.7,3263,cardio+strength,high,4,moderate,2294.3,240.9,183.5,66.3
61,female,1.75,72,23.5,3036,cardio,high,6,very active,2324.9,174.4,261.6,64.6
64,female,1.63,102,38.4,3332,strength,low,3,sedentary,1369.3,154.0,102.7,38.0
40,male,1.81,81,24.7,3940,cardio+strength,high,5,very active,3012.3,241.0,316.3,87.0
16,male,1.95,83,21.8,1526,cardio+strength,high,6,very active,3404.7,272.4,357.5,98.4
34,male,1.56,85,34.9,1588,yoga,low,2,light,1782.5,178.2,111.4,69.3
64,female,1.91,110,30.2,3778,yoga,low,2,light,1992.5,199.2,124.5,77.5
51,male,1.5,103,45.8,2956,cardio+strength,medium,3,moderate,2162.1,227.0,173.0,62.5
24,male,1.58,76,30.4,2454,cardio+strength,medium,5,moderate,2030.4,213.2,162.4,58.7
31,female,1.5,96,42.7,3830,cardio+strength,medium,5,moderate,1951.3,204.9,156.1,56.4
28,male,1.81,106,32.4,2208,cardio,high,6,very active,3047.0,304.7,266.6,84.6
46,male,1.75,83,27.1,1653,cardio,high,6,very active,2430.3,243.0,212.7,67.5
61,female,1.49,52,23.4,2869,cardio+strength,high,6,very active,1699.6,136.0,178.5,49.1
37,female,1.66,60,21.8,2428,yoga,low,2,light,1775.8,133.2,155.4,69.1
62,male,1.77,93,29.7,1721,yoga,low,2,light,1880.5,188.1,117.5,73.1
34,male,1.61,64,24.7,2838,yoga,low,3,sedentary,1777.5,133.3,155.5,69.1
47,male,1.53,95,40.6,3325,cardio+strength,high,4,moderate,2098.2,220.3,167.9,60.6
63,male,1.56,82,33.7,3115,yoga,low,4,sedentary,1282.0,128.2,80.1,49.9
24,male,1.62,105,40.0,3840,yoga,low,3,sedentary,1837.0,183.7,114.8,71.4
62,male,1.72,78,26.4,1848,yoga,low,4,sedentary,1360.0,136.0,85.0,52.9
40,female,1.84,61,18.0,2052,strength,low,4,sedentary,1978.8,173.1,247.3,33.0
45,male,1.69,70,24.5,3798,cardio+strength,medium,4,moderate,2381.2,190.5,250.0,68.8
54,male,1.57,79,32.0,3261,yoga,low,4,sedentary,1307.5,130.8,81.7,50.8
35,male,1.51,97,42.5,3234,cardio,high,5,very active,2508.0,250.8,219.4,69.7
38,female,1.55,89,37.0,3932,cardio+strength,medium,5,moderate,1837.0,192.9,147.0,53.1
56,male,1.83,66,19.7,2932,yoga,low,2,light,2102.0,157.7,183.9,81.7
54,female,1.76,101,32.6,1683,yoga,low,2,light,1808.6,180.9,113.0,70.3
29,male,1.79,64,20.0,1851,strength,low,4,sedentary,1942.5,170.0,194.2,54.0
22,male,1.57,63,25.6,2678,strength,low,4,sedentary,1307.5,147.1,98.1,36.3
15,female,1.8,59,18.2,2749,cardio,high,6,very active,2851.3,213.8,392.1,47.5
43,female,1.46,71,33.3,3703,yoga,low,4,sedentary,995.8,99.6,62.2,38.7
28,male,1.72,78,26.4,3747,yoga,low,4,sedentary,1564.0,156.4,97.8,60.8
45,male,1.8,47,14.5,3042,yoga,low,4,sedentary,1950.0,146.2,219.4,54.2
52,male,1.58,52,20.8,2663,yoga,low,2,light,1722.2,129.2,150.7,67.0
27,female,1.48,46,21.0,1772,cardio+strength,medium,3,moderate,1688.0,135.0,177.2,48.8
39,female,1.78,91,28.7,1941,cardio,high,6,very active,2374.7,237.5,207.8,66.0
16,female,1.88,94,26.6,2446,cardio,high,5,very active,2732.7,273.3,239.1,75.9
39,male,1.9,107,29.6,3945,cardio+strength,medium,3,moderate,2704.6,284.0,216.4,78.1
49,male,1.54,109,46.0,3375,strength,low,4,sedentary,1675.0,188.4,125.6,46.5
50,male,1.47,84,38.9,2866,cardio+strength,medium,3,moderate,1846.3,193.9,147.7,53.3
46,female,1.82,47,14.2,2920,cardio,high,5,very active,2398.5,179.9,329.8,40.0
58,female,1.63,83,31.2,2467,strength,low,3,sedentary,1177.3,132.4,88.3,32.7
47,female,1.86,77,22.3,3085,cardio,high,6,very active,2650.5,198.8,298.2,73.6
16,female,1.56,88,36.2,3109,cardio+strength,medium,5,moderate,2001.7,210.2,160.1,57.8
57,male,1.49,93,41.9,3632,cardio+strength,medium,4,moderate,1950.9,204.8,156.1,56.4
58,male,1.66,64,23.2,3246,yoga,low,2,light,1914.7,143.6,167.5,74.5
34,female,1.67,61,21.9,2346,cardio,high,6,very active,2281.7,171.1,256.7,63.4
56,male,1.74,70,23.1,2065,cardio,high,5,very active,2609.1,195.7,293.5,72.5
34,male,1.67,63,22.6,3813,yoga,low,3,sedentary,1810.5,135.8,158.4,70.4
25,female,1.48,60,27.4,2254,bodyweight,low,3,sedentary,986.8,98.7,74.0,32.9
35,male,1.81,85,25.9,3195,cardio,high,5,very active,2624.4,262.4,229.6,72.9
41,female,1.67,80,28.7,2122,cardio+strength,medium,5,moderate,1790.5,188.0,143.2,51.7
64,male,1.5,68,30.2,1607,bodyweight,low,3,sedentary,1063.0,106.3,79.7,35.4
63,female,1.75,74,24.2,3942,yoga,low,3,sedentary,1629.3,122.2,142.6,63.4
29,male,1.79,90,28.1,1825,cardio,high,5,very active,2740.8,274.1,239.8,76.1
59,female,1.52,105,45.4,3031,cardio,high,5,very active,2163.4,216.3,189.3,60.1
26,female,1.7,62,21.5,2170,cardio,high,6,very active,2400.3,180.0,270.0,66.7
27,male,1.47,46,21.3,2605,yoga,low,2,light,1717.0,128.8,150.2,66.8
41,male,1.82,70,21.1,2337,cardio+strength,medium,5,moderate,2538.1,203.0,266.5,73.3
19,male,1.91,101,27.7,3506,cardio,high,5,very active,3146.2,314.6,275.3,87.4
59,female,1.88,76,21.5,3251,strength,low,3,sedentary,1774.8,155.3,177.5,49.3
40,male,1.75,93,30.4,2781,cardio,high,5,very active,2654.6,265.5,232.3,73.7
40,male,1.71,102,34.9,3371,cardio,high,6,very active,2766.7,276.7,242.1,76.9
17,male,1.71,95,32.5,1660,cardio+strength,high,5,very active,2844.3,298.7,227.5,82.2
50,female,1.71,51,17.4,2277,cardio,high,5,very active,2314.4,173.6,318.2,38.6
33,female,1.65,83,30.5,2671,yoga,low,4,sedentary,1342.3,134.2,83.9,52.2
44,male,1.66,51,18.5,3617,bodyweight,low,3,sedentary,1599.0,119.9,159.9,53.3
24,female,1.86,102,29.5,1870,yoga,low,2,light,2114.6,211.5,132.2,82.2
61,male,1.54,62,26.1,3110,cardio+strength,high,6,very active,1712.3,179.8,137.0,49.5
41,female,1.68,67,23.7,3358,strength,low,4,sedentary,1624.8,142.2,162.5,45.1
52,male,1.89,56,15.7,2524,cardio,high,5,very active,2863.8,214.8,393.8,47.7
35,male,1.81,60,18.3,1873,bodyweight,low,3,sedentary,2173.5,163.0,271.7,48.3
22,female,1.77,55,17.6,3645,cardio,high,6,very active,2689.6,201.7,369.8,44.8
60,female,1.81,110,33.6,2154,yoga,low,3,sedentary,1624.3,162.4,101.5,63.2
39,female,1.47,66,30.5,2872,cardio+strength,medium,4,moderate,1395.3,146.5,111.6,40.3
51,male,1.53,63,26.9,2232,strength,low,4,sedentary,1103.5,124.1,82.8,30.7
64,male,1.66,84,30.5,3327,yoga,low,2,light,1648.4,164.8,103.0,64.1
33,male,1.51,61,26.8,2330,cardio+strength,medium,3,moderate,1660.3,174.3,132.8,48.0
15,female,1.46,108,50.7,3542,cardio,high,6,very active,2530.0,253.0,221.4,70.3
49,male,1.75,108,35.3,2474,cardio,high,6,very active,2835.7,283.6,248.1,78.8
28,female,1.68,101,35.8,1825,yoga,low,4,sedentary,1610.8,161.1,100.7,62.6
53,male,1.57,80,32.5,3783,cardio+strength,high,5,very active,2124.2,223.0,169.9,61.4
28,male,1.54,52,21.9,2929,yoga,low,3,sedentary,1617.0,121.3,141.5,62.9
17,male,1.88,83,23.5,2856,cardio,high,5,very active,3320.6,249.0,373.6,92.2
20,male,1.5,67,29.8,2160,cardio,high,6,very active,2109.1,210.9,184.5,58.6
58,female,1.76,67,21.6,3365,cardio+strength,medium,5,moderate,2044.5,163.6,214.7,59.1
62,female,1.92,56,15.2,2725,yoga,low,4,sedentary,1846.8,138.5,207.8,51.3
35,female,1.9,53,14.7,3250,cardio+strength,medium,4,moderate,2441.3,195.3,317.4,43.4
50,male,1.6,62,24.2,1999,yoga,low,4,sedentary,1650.0,123.8,144.4,64.2
59,female,1.61,97,37.4,3648,cardio,high,6,very active,2122.4,212.2,185.7,59.0
28,male,1.76,58,18.7,3840,cardio,high,5,very active,2665.1,199.9,299.8,74.0
61,male,1.69,81,28.4,3249,cardio+strength,medium,4,moderate,1927.7,202.4,154.2,55.7
53,female,1.58,90,36.1,2031,cardio+strength,medium,4,moderate,1765.3,185.4,141.2,51.0
54,female,1.71,108,36.9,3517,cardio,high,5,very active,2463.1,246.3,215.5,68.4
26,male,1.8,69,21.3,1506,cardio+strength,medium,4,moderate,2619.5,209.6,275.0,75.7
22,male,1.68,60,21.3,2349,yoga,low,2,light,2124.4,159.3,185.9,82.6
54,female,1.66,87,31.6,2932,cardio,high,5,very active,2047.0,204.7,179.1,56.9
50,male,1.46,70,32.8,2653,yoga,low,3,sedentary,1141.0,114.1,71.3,44.4
31,male,1.6,109,42.6,3752,yoga,low,4,sedentary,1828.0,182.8,114.2,71.1
35,male,1.51,87,38.2,2898,strength,low,3,sedentary,1472.5,165.7,110.4,40.9
40,male,1.87,69,19.7,2853,yoga,low,3,sedentary,1996.5,149.7,174.7,77.6
36,female,1.91,49,13.4,2056,cardio+strength,medium,5,moderate,2381.3,190.5,309.6,42.3
45,male,1.76,87,28.1,3394,yoga,low,2,light,1906.2,190.6,119.1,74.1
65,female,1.91,52,14.3,3634,cardio+strength,high,6,very active,2417.9,193.4,314.3,43.0
34,female,1.73,47,15.7,2353,strength,low,5,sedentary,1764.3,154.4,220.5,29.4
51,female,1.85,90,26.3,1771,cardio+strength,medium,4,moderate,2042.4,214.5,163.4,59.0
24,female,1.87,88,25.2,3036,yoga,low,2,light,1930.7,193.1,120.7,75.1
55,male,1.74,94,31.0,2267,yoga,low,3,sedentary,1609.0,160.9,100.6,62.6
53,male,1.88,84,23.8,2788,strength,low,4,sedentary,2106.0,184.3,210.6,58.5
60,male,1.59,56,22.2,3535,cardio,high,5,very active,2171.3,162.8,244.3,60.3
30,female,1.68,83,29.4,2385,yoga,low,3,sedentary,1382.8,138.3,86.4,53.8
48,female,1.54,92,38.8,1653,yoga,low,3,sedentary,1277.8,127.8,79.9,49.7
64,male,1.91,101,27.7,3572,yoga,low,2,light,2097.0,209.7,131.1,81.5
16,female,1.9,64,17.7,2279,yoga,low,4,sedentary,2203.8,165.3,247.9,61.2
36,female,1.82,84,25.4,2840,yoga,low,4,sedentary,1463.8,146.4,91.5,56.9
24,male,1.86,61,17.6,2340,yoga,low,3,sedentary,2289.0,171.7,257.5,63.6
61,male,1.68,59,20.9,1516,cardio+strength,medium,3,moderate,2077.0,166.2,218.1,60.0
34,male,1.79,56,17.5,2865,cardio+strength,medium,4,moderate,2646.3,211.7,344.0,47.0
44,male,1.5,84,37.3,1592,yoga,low,2,light,1648.4,164.8,103.0,64.1
51,female,1.77,71,22.7,2814,cardio,high,5,very active,2415.4,181.2,271.7,67.1
27,male,1.59,85,33.6,3306,bodyweight,low,3,sedentary,1556.5,155.7,116.7,51.9
57,male,1.59,65,25.7,2620,cardio+strength,medium,4,moderate,1613.8,169.4,129.1,46.6
22,male,1.93,110,29.5,1919,yoga,low,2,light,2526.7,252.7,157.9,98.3
28,female,1.72,79,26.7,2079,bodyweight,low,3,sedentary,1376.8,137.7,103.3,45.9
60,female,1.74,66,21.8,1791,cardio,high,6,very active,2219.2,166.4,249.7,61.6
34,female,1.72,51,17.2,2032,cardio,high,5,very active,2463.2,184.7,338.7,41.1
16,female,1.9,51,14.1,1933,cardio+strength,medium,4,moderate,2557.6,204.6,332.5,45.5
39,male,1.49,95,42.8,2233,cardio+strength,medium,5,moderate,2121.4,222.7,169.7,61.3
60,female,1.76,84,27.1,2861,cardio+strength,high,6,very active,2051.3,215.4,164.1,59.3
27,male,1.94,104,27.6,3825,cardio+strength,medium,3,moderate,2789.9,292.9,223.2,80.6
23,male,1.86,104,30.1,1898,cardio+strength,medium,3,moderate,2743.4,288.1,219.5,79.3
44,female,1.79,104,32.5,3427,cardio,high,5,very active,2566.6,256.7,224.6,71.3
29,male,1.52,78,33.8,2988,yoga,low,3,sedentary,1408.0,140.8,88.0,54.8
40,male,1.8,87,26.9,2830,cardio,high,6,very active,2605.0,260.5,227.9,72.4
44,female,1.47,105,48.6,1962,cardio+strength,high,6,very active,2238.9,235.1,179.1,64.7
37,female,1.68,66,23.4,2656,cardio+strength,medium,4,moderate,2114.2,169.1,222.0,61.1
64,female,1.75,61,19.9,3580,cardio,high,6,very active,2109.2,158.2,237.3,58.6
21,female,1.86,58,16.8,2834,cardio+strength,medium,4,moderate,2588.6,207.1,336.5,46.0
50,male,1.85,104,30.4,3141,cardio+strength,medium,3,moderate,2524.4,265.1,202.0,72.9
52,female,1.57,76,30.8,3744,cardio+strength,high,5,very active,1777.4,186.6,142.2,51.3
25,female,1.64,88,32.7,2352,cardio+strength,medium,3,moderate,2009.5,211.0,160.8,58.1
59,female,1.84,100,29.5,3823,cardio,high,5,very active,2422.2,242.2,211.9,67.3
65,female,1.72,75,25.4,2208,strength,low,4,sedentary,1106.8,124.5,83.0,30.7
57,male,1.82,107,32.3,1968,yoga,low,4,sedentary,1813.0,181.3,113.3,70.5
52,female,1.61,57,22.0,3323,yoga,low,2,light,1588.5,119.1,139.0,61.8
26,female,1.93,53,14.2,3950,bodyweight,low,3,sedentary,2034.3,152.6,254.3,45.2
21,female,1.61,52,20.1,1870,strength,low,5,sedentary,1512.3,132.3,151.2,42.0
